"Student_ID","Study_Hours_Per_Day","Extracurricular_Hours_Per_Day","Sleep_Hours_Per_Day","Social_Hours_Per_Day","Physical_Activity_Hours_Per_Day","GPA","Stress_Level","college"
395,6,3.5,9.4,4.4,0.7,2.84,"Moderate","Medicine"
396,9.9,3.1,5.1,0.4,5.5,3.17,"High","Humanities"
397,7.3,3.6,7.7,2.7,2.7,3.15,"Moderate","Education"
398,9.1,1.5,8.9,4.3,0.2,3.21,"High","Communication"
399,6,2.1,6.4,4.8,4.7,3.27,"Moderate","Arts & Sciences"
400,9,1.6,9.6,2,1.8,3.57,"High","Education"
401,5.8,2.8,9,1.9,4.5,2.8,"Low","Arts & Sciences"
402,5.9,3.6,8.3,0.9,5.3,2.8,"Low","Education"
403,7.2,2.5,5.4,5.3,3.6,3.08,"High","Medicine"
404,9.8,1.7,9.9,1.7,0.9,3.75,"High","Communication"
405,8.2,0.7,9.4,2.4,3.3,3.47,"High","Medicine"
406,8.6,3.6,5.4,4.4,2,3.81,"High","Arts & Sciences"
407,5.9,3.4,9.1,3,2.6,2.68,"Low","Communication"
408,7.4,3.3,7.3,2.1,3.9,3.34,"Moderate","Humanities"
409,7.5,3.3,6.7,1,5.5,3.29,"Moderate","Medicine"
410,5.5,1,5.7,2.1,9.7,2.93,"High","Education"
411,7.3,3,8.3,3.4,2,3.29,"Moderate","Humanities"
412,7.4,3.9,8.2,0.6,3.9,3.02,"Moderate","Medicine"
413,8.4,1.3,8.4,0.4,5.5,3.32,"High","Communication"
414,6.1,3.3,6.4,3.9,4.3,2.86,"Moderate","Education"
415,8.5,2.1,6.5,1.3,5.6,3.38,"High","Communication"
416,9.4,3.1,8.9,1.7,0.9,3.45,"High","Humanities"
417,6.3,3.6,8.4,3.2,2.5,2.92,"Moderate","Arts & Sciences"
418,7.3,3.5,7.7,2.1,3.4,2.9,"Moderate","Education"
419,9.9,0.4,7.1,0.3,6.3,3.55,"High","Humanities"
420,6.4,3.4,6.5,5.5,2.2,3,"Moderate","Communication"
421,8.8,3.2,5.1,5.8,1.1,3.13,"High","Medicine"
422,9.1,1.1,9.4,0.5,3.9,3.58,"High","Arts & Sciences"
423,8.5,2.2,5.5,1.5,6.3,3.27,"High","Medicine"
424,6.5,2.4,6.5,1.8,6.8,2.91,"Moderate","Medicine"
425,8.7,0.2,9.5,4.8,0.8,3.5,"High","Arts & Sciences"
426,9.5,0.7,5.4,1.4,7,3.77,"High","Humanities"
427,9,0.1,7.9,6,1,3.36,"High","Arts & Sciences"
428,5.3,3.3,8,0.7,6.7,3.03,"Low","Medicine"
429,5.5,3.6,8.3,5,1.6,2.86,"Low","Humanities"
430,7.6,1.7,6.6,2.6,5.5,3.34,"Moderate","Medicine"
431,8.9,2.4,9.5,1.4,1.8,3.66,"High","Medicine"
432,8,2.8,6.2,3.1,3.9,3.46,"Moderate","Education"
433,5.5,1.5,7.4,3.9,5.7,2.85,"Low","Education"
434,8.7,2,8.2,0.4,4.7,3.42,"High","Education"
435,6.3,1.4,7.4,0.3,8.6,2.86,"Moderate","Humanities"
436,9.9,1.3,7.4,1.1,4.3,3.35,"High","Medicine"
437,8.1,1.1,6,3.1,5.7,3.15,"High","Medicine"
438,9,2.3,7.6,1.5,3.6,3.2,"High","Education"
439,9.7,1.6,5.4,3.7,3.6,3.39,"High","Medicine"
440,7.5,3.5,7.5,3.9,1.6,2.97,"Moderate","Communication"
441,10,0.5,6.4,2.4,4.7,3.14,"High","Humanities"
442,9.5,2.9,8,1.1,2.5,3.11,"High","Arts & Sciences"
443,9.1,3.8,9.1,0,2,3.27,"High","Arts & Sciences"
444,6.3,0.2,8,4.1,5.4,2.97,"Moderate","Humanities"
445,5.6,1.5,7.3,2.2,7.4,2.8,"Low","Humanities"
446,8.8,0.3,5.4,2.1,7.4,3.12,"High","Communication"
447,9.7,2.7,8.4,1.2,2,3.44,"High","Communication"
448,8.2,3.7,8.1,3.5,0.5,3.23,"High","Medicine"
449,8.6,0.5,9.5,0.4,5,3.06,"High","Medicine"
450,5.1,1.7,6.5,2.9,7.8,2.79,"Low","Humanities"
451,7.9,0.2,5.6,3.4,6.9,3.44,"High","Communication"
452,8.3,3.4,8.5,1.6,2.2,3.07,"High","Education"
453,8.4,1.1,6.5,4.7,3.3,3.54,"High","Communication"
454,9.1,3.4,9.6,0.8,1.1,3.31,"High","Medicine"
455,6.6,2.3,6.9,3.6,4.6,3.2,"Moderate","Humanities"
456,6.9,0.7,7.2,0.9,8.3,3.26,"Moderate","Medicine"
457,9.5,1.4,5.8,0.2,7.1,3.69,"High","Education"
458,6.7,0.3,7,1.9,8.1,3.28,"Moderate","Medicine"
459,8.4,2.4,6.8,1.3,5.1,3.25,"High","Education"
460,8.4,0.6,7.4,0.2,7.4,3.32,"High","Communication"
461,7.5,3.9,6.9,0.2,5.5,3.11,"Moderate","Medicine"
462,5.8,0.1,8.8,2.8,6.5,2.8,"Low","Medicine"
463,6.4,3.6,5.6,5.7,2.7,3.1,"High","Arts & Sciences"
464,8,3.3,9.9,0.8,2,3.13,"Moderate","Humanities"
465,9.8,1.6,6.9,1.9,3.8,3.23,"High","Education"
466,7.8,2.2,8.8,4.3,0.9,3.2,"Moderate","Communication"
467,7.2,1.2,6.3,1.2,8.1,3.05,"Moderate","Arts & Sciences"
468,6.4,3.9,7.8,2,3.9,2.87,"Moderate","Medicine"
469,7.9,0.6,7.2,3.8,4.5,2.68,"Moderate","Medicine"
470,10,3.5,8.1,1.4,1,3.44,"High","Communication"
471,8.1,0.8,7,0.2,7.9,3.74,"High","Humanities"
472,6.1,3.9,9.5,3.2,1.3,2.61,"Moderate","Humanities"
473,7.7,3.5,5.7,4.7,2.4,3.21,"High","Education"
474,6.4,3.5,9.7,0.7,3.7,2.89,"Moderate","Communication"
475,7.3,3.9,7.4,4.7,0.7,2.74,"Moderate","Education"
476,6.4,0.8,8.8,2.3,5.7,3.21,"Moderate","Medicine"
477,7.6,2,7.9,5.2,1.3,3.13,"Moderate","Arts & Sciences"
478,9.1,3.1,7.9,3.7,0.2,3.42,"High","Arts & Sciences"
479,6,0.4,9.3,2.6,5.7,3.02,"Moderate","Arts & Sciences"
480,8.1,3.7,5.1,2.9,4.2,2.63,"High","Communication"
481,8.4,2.9,8.5,0.6,3.6,3.07,"High","Humanities"
482,9,1.1,6.1,5.7,2.1,3.07,"High","Education"
483,5,4,8.4,5,1.6,2.9,"Low","Humanities"
484,8.7,0.6,8.8,4.5,1.4,3.41,"High","Communication"
485,8.3,3.1,9.2,2.1,1.3,3.24,"High","Education"
486,5.4,1.6,7,0.4,9.6,2.63,"Low","Medicine"
487,6.7,0.4,9,5.7,2.2,2.63,"Moderate","Medicine"
488,5.4,2,9,4.2,3.4,2.85,"Low","Humanities"
489,5.3,0.3,7,1.8,9.6,2.64,"Low","Education"
490,9,3.7,7,3.9,0.4,3.16,"High","Communication"
491,6.6,1.9,6.1,3.8,5.6,3,"Moderate","Communication"
492,6.8,2.6,5.6,5.3,3.7,3.08,"High","Humanities"
493,7.5,1.8,7.9,3.7,3.1,3.17,"Moderate","Arts & Sciences"
494,6.2,2.9,9.1,4.7,1.1,2.83,"Moderate","Communication"
495,7.8,2.1,5.7,4.7,3.7,3.16,"High","Arts & Sciences"
496,6.4,0.5,8.1,0.3,8.7,2.61,"Moderate","Education"
497,8.7,1.3,5,3.1,5.9,3.24,"High","Humanities"
498,9.2,0,6.2,4.4,4.2,3.41,"High","Arts & Sciences"
499,6.6,0.4,6.8,1.6,8.6,2.89,"Moderate","Education"
500,8.9,3.6,7.2,3.9,0.4,3.51,"High","Arts & Sciences"
501,6.9,3.9,5.4,4.1,3.7,2.55,"High","Education"
502,8.2,2.8,5,1,7,3.2,"High","Medicine"
503,8.6,2.7,9.8,2.2,0.7,3.31,"High","Medicine"
504,6.5,0.4,8.9,3.9,4.3,3.01,"Moderate","Arts & Sciences"
505,5.2,1.4,9.8,3,4.6,2.49,"Low","Humanities"
506,6,1.5,6.8,0.3,9.4,2.44,"Moderate","Arts & Sciences"
507,8.8,1.7,9.1,3.7,0.7,3.44,"High","Arts & Sciences"
508,7.4,3.5,6.1,4.1,2.9,2.88,"Moderate","Education"
509,8,1.2,5.7,3.9,5.2,3.03,"High","Humanities"
510,8.2,1.6,8.6,1.1,4.5,3.46,"High","Humanities"
511,9.5,1.1,6.8,0.3,6.3,3.43,"High","Humanities"
512,6.3,3.3,5.1,2.3,7,2.74,"High","Communication"
513,6.7,0.1,5.6,2.5,9.1,2.49,"High","Communication"
514,7.7,2.4,5,2.8,6.1,3.12,"High","Education"
515,9.8,2.1,8.4,1.2,2.5,3.61,"High","Arts & Sciences"
516,7.6,3.9,5.6,0.1,6.8,3.28,"High","Education"
517,8.9,3.2,5.6,1.6,4.7,3.36,"High","Arts & Sciences"
518,6.7,1.5,5,1.8,9,3.31,"High","Humanities"
519,8.2,3.9,9.2,0.1,2.6,3.26,"High","Humanities"
520,8.9,1.8,7,1.8,4.5,3.38,"High","Medicine"
521,5.3,0.9,6.2,2.9,8.7,2.76,"Low","Medicine"
522,5.3,3.8,9.7,4.1,1.1,3.13,"Low","Medicine"
523,10,2.2,9.8,0.2,1.8,3.25,"High","Medicine"
524,6,0.6,8.1,4.7,4.6,2.78,"Moderate","Humanities"
525,7.9,0.6,9.1,3.8,2.6,3.5,"Moderate","Education"
526,6.3,1.4,9.6,1.7,5,2.74,"Moderate","Humanities"
527,7.3,3.6,8.5,0.3,4.3,2.93,"Moderate","Education"
528,5.7,3.8,7.6,1.5,5.4,3.27,"Low","Humanities"
529,7.5,2.7,5.4,1.6,6.8,3.09,"High","Medicine"
530,7.7,1.7,5.2,1,8.4,3.43,"High","Medicine"
531,7.2,0.8,5.2,5.1,5.7,2.99,"High","Humanities"
532,9.8,0.8,9.8,3.6,0,3.59,"High","Humanities"
533,8.6,3.9,7.8,1,2.7,3.69,"High","Humanities"
534,5.4,2.5,9.9,1.1,5.1,2.54,"Low","Communication"
535,9,3.6,9.7,1.6,0.1,3.44,"High","Education"
536,8.8,0.6,7.4,4.3,2.9,3.32,"High","Education"
537,6.2,2.6,8.3,1,5.9,3.23,"Moderate","Humanities"
538,7.5,0,5,2.1,9.4,3.2,"High","Communication"
539,9.6,0.9,8.2,1.2,4.1,3.62,"High","Arts & Sciences"
540,8.6,0.4,7.1,0.2,7.7,3.2,"High","Humanities"
541,7.4,2.6,5.6,1.7,6.7,3.26,"High","Communication"
542,10,0.2,8.8,1.9,3.1,3.46,"High","Arts & Sciences"
543,7,3,9.6,4.2,0.2,2.68,"Moderate","Medicine"
544,8.9,1,7.8,2.2,4.1,3.54,"High","Education"
545,8.3,1,6,5.5,3.2,3.25,"High","Humanities"
546,6.1,0.2,5.2,1.1,11.4,2.72,"High","Education"
547,9.3,1.1,9.8,2.2,1.6,3.79,"High","Medicine"
548,7.6,3,6.4,2.1,4.9,2.83,"Moderate","Medicine"
549,9.5,3.8,9.5,0.5,0.7,3.4,"High","Education"
550,7.5,0.8,8,1.1,6.6,3.43,"Moderate","Medicine"
551,6.7,3.4,6,0.4,7.5,2.48,"Moderate","Medicine"
552,9.1,3.3,6.7,3.4,1.5,3.4,"High","Humanities"
553,8.9,2.6,5.8,5.3,1.4,2.98,"High","Education"
554,7.1,0.2,5.6,4.6,6.5,3.13,"High","Humanities"
555,5,1.7,7.6,0.3,9.4,2.53,"Low","Arts & Sciences"
556,6.2,0,8.6,5.8,3.4,2.71,"Moderate","Medicine"
557,6.1,2.7,8.7,5.1,1.4,2.57,"Moderate","Medicine"
558,6.6,2.9,9.1,1,4.4,2.85,"Moderate","Humanities"
559,6.9,3.6,9,4.4,0.1,2.92,"Moderate","Medicine"
560,8,2.6,5.4,3.3,4.7,3.48,"High","Humanities"
561,8.5,0.7,8.9,3.4,2.5,3.41,"High","Education"
562,6.5,2.9,8.8,0.6,5.2,2.67,"Moderate","Humanities"
563,7.6,2,6.8,5.6,2,3.25,"Moderate","Humanities"
564,8.6,1.8,9.6,2.8,1.2,3.47,"High","Communication"
565,8.6,3.4,6.4,4.5,1.1,3.18,"High","Education"
566,6.7,3.9,9.3,2.9,1.2,2.78,"Moderate","Humanities"
567,8.6,2.2,9.7,1.7,1.8,3.07,"High","Arts & Sciences"
568,8.9,2.9,6.9,0.1,5.2,3.26,"High","Education"
569,9.2,0,8.5,5.8,0.5,3.08,"High","Education"
570,8.5,3.3,7.7,4.4,0.1,3.2,"High","Arts & Sciences"
571,5.3,2,8.6,5.2,2.9,2.89,"Low","Education"
572,7.8,1.6,5.7,5.2,3.7,3.06,"High","Medicine"
573,5.8,1.2,6.5,5.2,5.3,3.08,"Low","Arts & Sciences"
574,6.3,2.5,7.9,5,2.3,3.07,"Moderate","Communication"
575,9.5,0,8.4,0.3,5.8,3.07,"High","Humanities"
576,6.5,1.4,8.1,2,6,3.06,"Moderate","Humanities"
577,8.7,1.6,5.3,4.7,3.7,3.2,"High","Medicine"
578,8.4,1.3,5.3,2.2,6.8,2.92,"High","Education"
579,9.7,2.6,8.4,2.1,1.2,3.38,"High","Medicine"
580,8.8,0.4,6.4,1.7,6.7,3.05,"High","Humanities"
581,7.2,3.9,5.3,3.1,4.5,3.03,"High","Communication"
582,8.7,2.8,7.1,1.9,3.5,3.12,"High","Medicine"
583,7,1.1,6,2.9,7,2.87,"Moderate","Medicine"
584,8.3,3.9,8,0.3,3.5,3.04,"High","Education"
585,5.4,3.8,6.5,0.6,7.7,3.14,"Low","Education"
586,8.2,1.1,5.1,5.8,3.8,3.5,"High","Medicine"
587,6.3,2.7,8.5,3.7,2.8,2.72,"Moderate","Communication"
588,8,3.5,9.7,0.3,2.5,3.02,"Moderate","Medicine"
589,5.8,3.8,8.7,5,0.7,2.95,"Low","Communication"
590,8.5,2.7,7,0.1,5.7,3.01,"High","Humanities"
591,7.9,1,7.3,5.7,2.1,3.41,"Moderate","Communication"
592,5.9,2.7,9.9,0.6,4.9,2.82,"Low","Education"
593,5,1.7,5.5,4.5,7.3,2.72,"High","Humanities"
594,6.3,1.7,8.6,0.1,7.3,3.11,"Moderate","Education"
595,7.9,2.5,8.2,1.3,4.1,3.08,"Moderate","Education"
596,6,3.5,8.7,0.1,5.7,2.95,"Moderate","Humanities"
597,6.2,0.9,6.4,1.5,9,2.92,"Moderate","Education"
598,8.7,2.4,8.4,0.4,4.1,3.16,"High","Medicine"
599,9.8,3.4,9,1.5,0.3,3.49,"High","Education"
600,6,2.5,8.7,4.4,2.4,3.05,"Moderate","Communication"
601,7.6,0.3,6.9,5.5,3.7,3.35,"Moderate","Humanities"
602,6.3,1.5,9.5,4,2.7,3.42,"Moderate","Medicine"
603,8.9,1.8,8.2,1.3,3.8,3.21,"High","Education"
604,7.2,2.6,9.7,0.3,4.2,3.42,"Moderate","Arts & Sciences"
605,9.1,1.2,7.2,0.1,6.4,3.37,"High","Medicine"
606,5.3,2,9.6,0.6,6.5,2.41,"Low","Arts & Sciences"
607,8.8,1.6,8.3,1.4,3.9,3.26,"High","Education"
608,5.4,0.7,8.3,5.3,4.3,2.75,"Low","Humanities"
609,9.1,2.7,5.6,1.7,4.9,3.15,"High","Education"
610,7.6,2.1,6.8,2.1,5.4,2.97,"Moderate","Education"
611,9.1,3.2,6.5,4.8,0.4,3.34,"High","Humanities"
612,6.8,2,9.7,4.8,0.7,3.09,"Moderate","Communication"
613,5.5,1.6,7.8,3,6.1,2.9,"Low","Medicine"
614,8.4,3.4,9.3,2.2,0.7,3.2,"High","Arts & Sciences"
615,7.2,2.4,5.8,4,4.6,3.19,"High","Arts & Sciences"
616,6.1,0.5,5.8,0,11.6,2.73,"High","Humanities"
617,8.6,2.9,7.6,0.8,4.1,3.15,"High","Education"
618,5.5,0.9,7.6,3.6,6.4,2.57,"Low","Education"
619,6.2,0.2,7,1.4,9.2,3.13,"Moderate","Arts & Sciences"
620,7.1,1.7,7.7,4.2,3.3,3.48,"Moderate","Communication"
621,8.5,0.7,7.5,2.5,4.8,3.34,"High","Humanities"
622,7.7,0.5,8,0.7,7.1,3.34,"Moderate","Education"
623,6.7,0.6,8.5,1.2,7,3.18,"Moderate","Medicine"
624,6,2,7.1,0.1,8.8,2.85,"Moderate","Arts & Sciences"
625,9,0.3,7.4,3.4,3.9,3.64,"High","Education"
626,6.3,0,8.6,3.2,5.9,3.14,"Moderate","Medicine"
627,9.2,3.3,9.2,1.1,1.2,3.6,"High","Medicine"
628,7.3,0.7,9.3,5.3,1.4,2.97,"Moderate","Humanities"
629,7.3,0.3,6.9,4.8,4.7,3.09,"Moderate","Medicine"
630,5.3,3.5,6.9,3.3,5,2.81,"Low","Communication"
631,9.8,0.3,8.2,0.4,5.3,3.71,"High","Education"
632,7.2,4,7.8,1.6,3.4,2.98,"Moderate","Education"
633,6.1,1.4,6.9,0.4,9.2,2.79,"Moderate","Humanities"
634,8.6,2.6,8.5,0,4.3,2.85,"High","Medicine"
635,6.1,2.6,7.4,0,7.9,3.03,"Moderate","Medicine"
636,7.7,0.3,8.8,3.5,3.7,3.29,"Moderate","Medicine"
637,8.9,3,9,1.6,1.5,3.42,"High","Education"
638,8.1,3,5.8,1.2,5.9,3.04,"High","Humanities"
639,9.5,3,9.5,1.5,0.5,3.76,"High","Communication"
640,9.4,2.3,8.2,0.6,3.5,3.62,"High","Education"
641,7.4,2.9,6.4,1.2,6.1,2.89,"Moderate","Communication"
642,6.1,1.7,9.5,3,3.7,2.76,"Moderate","Education"
643,5.9,0.3,8.5,2.3,7,2.99,"Low","Education"
644,9,1.1,8.5,1.4,4,3.56,"High","Education"
645,9.7,2.5,6.6,1.4,3.8,3.57,"High","Arts & Sciences"
646,6.1,2.4,6.3,4,5.2,2.73,"Moderate","Medicine"
647,9.1,3.1,8.8,0.6,2.4,3.42,"High","Education"
648,6.8,1.7,5.2,1.6,8.7,2.91,"High","Education"
649,5.2,3.5,6.2,3.3,5.8,2.8,"Low","Education"
650,6.6,3.6,9.4,1.4,3,2.94,"Moderate","Communication"
651,9.5,4,9.1,1.2,0.2,3.52,"High","Medicine"
652,5.3,0.4,10,2,6.3,2.49,"Low","Humanities"
653,8.7,3.2,9.3,2.8,0,3.1,"High","Arts & Sciences"
654,5.1,1.4,8.9,3.4,5.2,2.72,"Low","Humanities"
655,6.6,2.6,6.2,0.1,8.5,3.11,"Moderate","Medicine"
656,8.8,0.2,9.2,3.6,2.2,3.59,"High","Medicine"
657,7.8,2.5,9.3,2.6,1.8,3.2,"Moderate","Communication"
658,8.8,1.8,8.5,1.9,3,3.32,"High","Medicine"
659,6.1,2.4,9.6,5.5,0.4,2.99,"Moderate","Medicine"
660,6.1,4,9.9,2.6,1.4,2.49,"Moderate","Medicine"
661,9,2.9,8,0.2,3.9,3.74,"High","Humanities"
662,8.4,1.5,9.7,0.7,3.7,3.16,"High","Education"
663,7.5,2.8,8.5,3.4,1.8,2.98,"Moderate","Communication"
664,8.2,2.4,5.9,4.2,3.3,3.13,"High","Education"
665,7.3,2.7,9.2,0.8,4,3.41,"Moderate","Medicine"
666,9.2,3.2,9.8,1,0.8,3.55,"High","Education"
667,7.4,1.6,5.8,3.4,5.8,3.19,"High","Medicine"
668,7.9,2.4,6.8,0.3,6.6,3.14,"Moderate","Education"
669,5.2,1.7,5.4,3.6,8.1,2.55,"High","Education"
670,9.3,3.5,6,3.8,1.4,3.52,"High","Education"
671,6.4,3.2,10,0.1,4.3,3.01,"Moderate","Medicine"
672,9.9,1.9,9.2,0.2,2.8,3.65,"High","Humanities"
673,6.7,0.3,9.9,4.9,2.2,2.96,"Moderate","Medicine"
674,5.4,0.8,6.1,2.8,8.9,2.66,"Low","Arts & Sciences"
675,6.3,0.4,5.8,0.9,10.6,2.93,"High","Communication"
676,6.4,3.2,6.6,1.8,6,3.06,"Moderate","Medicine"
677,6.2,0.5,6.3,2.1,8.9,2.84,"Moderate","Arts & Sciences"
678,6.1,3.2,5.7,2.1,6.9,2.95,"High","Medicine"
679,9.3,0.6,5.4,2.9,5.8,3.51,"High","Education"
680,9,0.5,7.9,3,3.6,2.99,"High","Medicine"
681,5.7,2.5,6.4,2.9,6.5,2.84,"Low","Medicine"
682,6.5,3.3,5.3,2.5,6.4,2.81,"High","Medicine"
683,7.3,2.9,7.9,3.9,2,3.19,"Moderate","Medicine"
684,6.6,2.2,9.2,5.9,0.1,3.06,"Moderate","Arts & Sciences"
685,9.4,1.5,6,2.9,4.2,3.4,"High","Medicine"
686,7.4,3.4,6.8,5.2,1.2,3.45,"Moderate","Communication"
687,7,1.3,7.3,4.6,3.8,3,"Moderate","Arts & Sciences"
688,9.8,0.7,7.8,3.3,2.4,3.41,"High","Arts & Sciences"
689,7.4,2.6,6.1,3.3,4.6,3.41,"Moderate","Medicine"
690,5.7,2.3,5.9,1.7,8.4,2.62,"High","Medicine"
691,6.1,0.7,9.1,1.7,6.4,2.69,"Moderate","Education"
692,6.9,3.2,6.8,0.5,6.6,3.08,"Moderate","Education"
693,7.8,3.4,9,0.7,3.1,2.95,"Moderate","Education"
694,6.1,3.5,6.2,1.6,6.6,3.05,"Moderate","Humanities"
695,5,3.5,9,3.8,2.7,2.62,"Low","Communication"
696,7.3,1.4,5.5,2.9,6.9,3.19,"High","Medicine"
697,9.6,0.2,6.5,1.2,6.5,3.5,"High","Medicine"
698,7.3,1.9,8.8,0.9,5.1,3.06,"Moderate","Medicine"
699,7.4,1.7,8,6,0.9,3,"Moderate","Education"
700,9.1,0.7,5.2,1.2,7.8,3.64,"High","Humanities"
701,6.7,2,8.1,5.5,1.7,3.11,"Moderate","Education"
702,5.3,0.1,7.8,2.6,8.2,3.58,"Low","Humanities"
703,9.2,0.6,5.1,2.7,6.4,3.27,"High","Humanities"
704,8,1.1,5.9,2.3,6.7,3.27,"High","Humanities"
705,9,1.6,8.8,0.6,4,3.2,"High","Education"
706,8.4,2.3,9.6,1.4,2.3,3.41,"High","Humanities"
707,5.3,0.1,9.1,3.1,6.4,2.65,"Low","Communication"
708,6.7,0.1,9.8,4,3.4,3.15,"Moderate","Education"
709,9.7,1.1,8.1,3.5,1.6,3.63,"High","Medicine"
710,9.7,3.5,8.7,0.6,1.5,3.36,"High","Communication"
711,6.4,3.9,5.1,4.3,4.3,3.14,"High","Humanities"
712,10,1.2,6.7,0.5,5.6,3.79,"High","Arts & Sciences"
713,7.2,1,6.7,5,4.1,3.21,"Moderate","Arts & Sciences"
714,5.3,0.4,5.8,3.6,8.9,2.76,"High","Medicine"
715,5.8,3.9,7.2,3,4.1,2.83,"Low","Arts & Sciences"
716,8.3,3,8.8,2.3,1.6,2.92,"High","Education"
717,9.5,3.3,8.8,0.1,2.3,3.24,"High","Humanities"
718,7,3.5,9.5,3.6,0.4,3.4,"Moderate","Humanities"
719,6.6,2.8,6.4,1.1,7.1,2.88,"Moderate","Education"
720,7.1,3.3,5.6,4.4,3.6,2.85,"High","Education"
721,7.7,1.2,7.5,1.8,5.8,2.88,"Moderate","Medicine"
722,5.8,0.5,7.7,5.4,4.6,3.27,"Low","Humanities"
723,6.7,2.9,8.3,5.6,0.5,3.06,"Moderate","Medicine"
724,8.3,3.6,7,1.7,3.4,3.5,"High","Humanities"
725,5.1,3.3,9,0.6,6,2.54,"Low","Communication"
726,5.6,3.9,6.1,0.4,8,3.32,"Low","Arts & Sciences"
727,8,3,5.2,4,3.8,3.01,"High","Communication"
728,5.9,2.3,6.5,5.6,3.7,2.9,"Low","Humanities"
729,9.1,3.9,6.3,4.6,0.1,2.98,"High","Humanities"
730,5.3,0.2,8.5,2.7,7.3,2.62,"Low","Medicine"
731,6.1,2.5,6.3,3.5,5.6,3.13,"Moderate","Education"
732,9.1,1.9,6.8,2.2,4,3.27,"High","Education"
733,9,1.3,6,0.5,7.2,3.05,"High","Medicine"
734,9.2,0.9,6.9,4.9,2.1,2.81,"High","Communication"
735,9.1,1.5,7.3,1.8,4.3,3.4,"High","Medicine"
736,7.7,0.1,7.4,2.4,6.4,3.24,"Moderate","Arts & Sciences"
737,5.8,2.6,9.9,3.2,2.5,2.8,"Low","Education"
738,7.1,0.5,8.1,5.6,2.7,3.1,"Moderate","Medicine"
739,8.3,0.3,6.8,3.3,5.3,3.48,"High","Arts & Sciences"
740,9.1,2.4,6.9,1.4,4.2,3.3,"High","Humanities"
741,5.5,1.4,7.1,4.1,5.9,2.71,"Low","Education"
742,7,0.7,5.8,5,5.5,3.09,"High","Medicine"
743,5.2,1.7,5.8,5.3,6,2.48,"High","Arts & Sciences"
744,7.5,2.9,9.8,0.8,3,3.19,"Moderate","Education"
745,9.4,3.7,9.6,0.8,0.5,3.16,"High","Medicine"
746,8.8,2.1,8.4,2,2.7,3.66,"High","Humanities"
747,8.7,3.3,5.7,5,1.3,3.55,"High","Arts & Sciences"
748,7.2,1.5,9.6,1.4,4.3,3.11,"Moderate","Communication"
749,9.2,1.9,7.6,1.6,3.7,3.02,"High","Education"
750,5.2,1.1,5,5.9,6.8,2.93,"High","Medicine"
751,9.8,1.6,8.6,1.4,2.6,3.68,"High","Arts & Sciences"
752,9.7,1.6,8.9,1,2.8,3.57,"High","Education"
753,10,0.1,8,3.9,2,3.35,"High","Humanities"
754,9.7,0.7,8.1,1.2,4.3,3.53,"High","Humanities"
755,6.5,2.2,7.1,1,7.2,2.91,"Moderate","Humanities"
756,8.8,3.6,5.4,2.4,3.8,3.08,"High","Humanities"
757,5.5,0.1,8.3,3.6,6.5,2.73,"Low","Medicine"
758,5.1,3.3,9.9,0.8,4.9,2.64,"Low","Education"
759,6.2,3.5,9.6,2,2.7,2.55,"Moderate","Communication"
760,5.1,2.3,5.1,4.7,6.8,3.03,"High","Humanities"
761,6.5,0.2,7.9,2.4,7,2.98,"Moderate","Arts & Sciences"
762,6.4,2.8,6.4,5.4,3,3.05,"Moderate","Arts & Sciences"
763,6.9,2.2,5.3,2.6,7,3.12,"High","Humanities"
764,6.1,0.9,9.1,5.6,2.3,3.01,"Moderate","Education"
765,5.5,1.8,6.7,5.2,4.8,2.24,"Low","Medicine"
766,6.7,1.6,7.6,1,7.1,2.93,"Moderate","Humanities"
767,7.9,3.2,8.8,0.6,3.5,3.09,"Moderate","Education"
768,6.8,1.6,8.4,0.3,6.9,2.88,"Moderate","Education"
769,5.2,1.6,8.5,1.2,7.5,2.52,"Low","Communication"
770,9.4,3.6,6.5,1,3.5,3.57,"High","Communication"
771,7.1,1,8.4,5,2.5,3.26,"Moderate","Arts & Sciences"
772,7,0.6,8.7,2.2,5.5,3.15,"Moderate","Medicine"
773,8.4,1.1,5.4,6,3.1,3.44,"High","Arts & Sciences"
774,9.3,1.2,7.3,3.7,2.5,3.76,"High","Medicine"
775,7.1,1.7,6.7,3.4,5.1,2.99,"Moderate","Communication"
776,9.7,2.8,9.1,1.3,1.1,3.54,"High","Communication"
777,8.9,0.1,9.1,0.2,5.7,3.14,"High","Arts & Sciences"
778,8.8,1,9.3,0.5,4.4,3.18,"High","Education"
779,5.6,3.9,8.4,5.1,1,3.08,"Low","Medicine"
780,8,2.4,8.4,3,2.2,2.96,"Moderate","Medicine"
781,7.1,1.1,8.8,1.4,5.6,2.85,"Moderate","Education"
782,8.1,3,6.1,0.4,6.4,3.37,"High","Education"
783,5.7,2.4,9.2,0.3,6.4,2.69,"Low","Education"
784,7.4,3.7,6.7,2.8,3.4,3.36,"Moderate","Arts & Sciences"
785,5.1,0.3,6.3,0.2,12.1,2.55,"Low","Humanities"
786,7.7,0.7,6.5,4,5.1,3.54,"Moderate","Medicine"
787,9.8,0.2,9.5,2.6,1.9,3.47,"High","Medicine"
788,5.3,0.4,8,2,8.3,3.37,"Low","Medicine"
789,9.6,1.6,5.7,4.3,2.8,3.49,"High","Humanities"
790,8.5,3.6,9,2,0.9,2.9,"High","Education"
