"author_id","created_at","lang","like_count","reply_count","retweet_count","text"
30973,2022-09-30 19:44:36,"en",0,0,0,"@RockItStepho We like your style! 💚"
30973,2022-09-30 19:20:56,"en",1,0,0,"@Poohdaddyy It's just a few taps away. 😋🎃 https://t.co/OZ0KgKZgDV"
30973,2022-09-30 19:16:13,"en",2,1,0,"@EsseRansom We'd love to hear what you think of Apple Crisp Oatmilk Macchiato! 😍"
30973,2022-09-30 19:14:18,"en",1,0,0,"@narryvocals We love love at first sip! 😋🎃"
30973,2022-09-30 18:38:00,"qme",0,0,0,"@chaugarden 😋😋"
30973,2022-09-30 18:37:21,"en",1,0,0,"@problematicpny We're happy to hear you're a fan! 😋"
30973,2022-09-30 18:35:47,"qme",0,0,0,"@evajuliette5 💚💚"
30973,2022-09-30 18:22:57,"en",1,0,0,"@marinamontanez8 It's just a few taps away! 😋 https://t.co/LlJAawKAdT"
30973,2022-09-30 18:21:01,"en",1,0,0,"@devonmeaker_ Cheers! 😋"
30973,2022-09-30 18:20:21,"en",2,0,0,"@_reagan00 We're thrilled you're loving every sip!"
30973,2022-09-30 18:16:57,"en",0,0,0,"@lizblizz13 So many delish favorites to choose from! 🥰"
30973,2022-09-30 18:15:35,"en",1,1,0,"@songjoongkitj You've found your favorite sip! 😋"
30973,2022-09-30 18:10:02,"en",1,1,0,"@tiffleeperez We're ready when you are! 😋"
30973,2022-09-30 18:07:28,"en",1,0,0,"@jacklynjanee It sounds like you've found a new favorite sip! 😋"
30973,2022-09-30 18:04:08,"en",1,0,0,"@Kaybaee19 Sounds delight-fall! 🎃"
30973,2022-09-30 17:57:59,"en",1,0,0,"@xlanasiax Cheers! 😋💚"
30973,2022-09-30 17:23:05,"en",0,0,0,"@MoneMyName Yum! We love starting the day with you! 💚"
30973,2022-09-30 16:51:06,"en",0,0,0,"@PettyjBlige We love starting the day with you!"
30973,2022-09-30 16:49:44,"en",0,1,0,"@PetiteAssLex Which new sip fills your cup today?"
30973,2022-09-30 16:48:43,"en",0,0,0,"@beautiful_Jaszy Thanks for making us part of your day. 💚"
30973,2022-09-30 16:47:23,"en",0,0,0,"@stephkyle Starbucks Delivers is now available in all 50 states in the U.S. To see if Starbucks Delivers is available near you visit: https://t.co/8TzwEljnoD"
30973,2022-09-30 16:24:16,"en",0,0,0,"@emi_babaluna We hope you'll be enjoying one soon!"
30973,2022-09-30 16:22:08,"en",1,0,0,"@usernamee69420 It's one of the most delicious favors you can do for yourself."
30973,2022-09-30 16:20:57,"en",0,0,0,"@angelrobles55 They make every day taste like your birthday! 🥳"
30973,2022-09-30 16:19:01,"en",1,0,0,"@Kelly_0213 It's impossibly delish!"
30973,2022-09-30 16:16:59,"en",0,0,0,"@esmiflores_ Cheers! 😋"
30973,2022-09-30 16:16:52,"en",0,0,0,"@PatOnThePlane What a delish sip-rise! We hope the rest of the day keeps gifting you with joy. 💚"
30973,2022-09-30 16:14:34,"en",0,0,0,"@Lovejaayde So delish! Glad you enjoy it."
30973,2022-09-30 16:09:19,"en",0,1,0,"@MoneMyName What's your sip? 😋"
30973,2022-09-30 16:08:36,"en",1,0,0,"@_lunarfemme Tis the season! 😋🎃"
30973,2022-09-30 16:07:35,"en",0,0,0,"@bakedlutato The magic of that first sip feeling. 🙌🎃💚"
30973,2022-09-30 16:07:14,"en",0,0,0,"@vviramontes We hope every perfect sip brings you joy today! 💚🎃"
30973,2022-09-30 16:04:04,"en",1,0,0,"@thatkid_laur So happy you found your favorite sip. 💚"
30973,2022-09-30 15:57:59,"en",1,0,0,"@adoreaynos Answer that delicious call!"
30973,2022-09-30 15:55:16,"en",0,0,0,"@c0wboy_like_me Did you find love at first spice? 💚🎃"
30973,2022-09-30 15:52:49,"en",1,0,0,"@ladeedahdahday Glad you think it's a hit!"
30973,2022-09-30 15:49:03,"qme",2,0,1,"@Smile_SoBright_ https://t.co/QLOqjd2cwP"
30973,2022-09-30 15:45:02,"en",1,0,0,"@takitabanana It's a delish bite of fall!"
30973,2022-09-30 15:43:42,"en",1,0,0,"@eriwonders We're thrilled you're loving it! 😍🍎"
30973,2022-09-30 15:37:03,"en",0,0,0,"@dillan_torres Cheers to the gourd times! 😎🎃"
30973,2022-09-30 15:34:38,"en",1,0,0,"@TheBayouPeach Cheers! 💚"
30973,2022-09-30 15:30:58,"en",1,0,0,"@SandytheStar23 That first sip feeling! 🎃💚"
30973,2022-09-30 15:29:14,"en",0,0,0,"@louspugh A delight-fall treat! 😋🎃"
30973,2022-09-30 15:25:52,"qme",0,0,0,"@baninogg https://t.co/p7jOX7ksMZ"
30973,2022-09-30 15:00:03,"en",553,49,46,"Now the wedding party is complete. https://t.co/gFMXfw4Myw"
30973,2022-09-30 14:42:01,"en",1,0,0,"@MrPStrunk Aww, how sweet! 💚"
30973,2022-09-30 14:38:00,"en",1,0,0,"@J0GIAS Cheers to the gourd times! 😋🎃"
30973,2022-09-30 14:34:03,"en",1,1,0,"@Tayytrc Aww, what a nice sip-prise! 💚"
30973,2022-09-30 14:30:52,"en",1,0,0,"@adinaallenaa Cheers to the sips of the season! 🎃"
30973,2022-09-30 14:29:16,"en",1,0,0,"@castroirene3 Cheers! 🙌🎃💚"
30973,2022-09-30 14:19:39,"en",1,0,0,"@LaurenNuss Cheers!"
30973,2022-09-30 14:14:47,"en",1,0,0,"@ceo__cee We're thrilled you're loving it!"
30973,2022-09-30 13:59:12,"en",0,1,0,"@baninogg You're welcome! We hope you had a fabulous day. Which sip did you choose to celebrate with?"
30973,2022-09-29 23:47:46,"en",1,1,0,"@lizblizz13 Yay! What's your go-to sip? 💚"
30973,2022-09-29 22:07:39,"en",1,0,0,"@91LolaBug It's the magic of that first sip feeling! 😋🍎"
30973,2022-09-29 22:05:36,"en",1,1,1,"@RickIndigo1 Cheers, Rick! 🙌💚"
30973,2022-09-29 21:55:53,"en",0,0,0,"@Keegorgeous1 Thanks for stopping by, bestie! 💚"
30973,2022-09-29 20:51:10,"en",1,0,1,"@whoE_ Cheers! 💚"
30973,2022-09-29 20:49:54,"en",1,1,0,"@WlNNlETHEPO0H Thanks for sipping with us! 💚"
30973,2022-09-29 20:19:49,"en",1,0,0,"@_millygramss Aww, how sweet! 😋💚"
30973,2022-09-29 20:17:06,"en",1,1,0,"@montseeeeeg We're thrilled you're loving it! 😍🍎"
30973,2022-09-29 20:11:53,"en",1,0,0,"@Mariafffernanda Cheers! 💚"
30973,2022-09-29 20:11:08,"en",1,0,0,"@NiseeMcD We love being part of your day! Cheers! 💚"
30973,2022-09-29 19:57:13,"en",0,0,0,"@LL_Bknowin Cheers! 💚"
30973,2022-09-29 19:56:03,"en",1,0,0,"@TheAmorTanje Cheers to the gourd times! 🎃🙌"
30973,2022-09-29 19:48:45,"en",1,0,0,"@KiaNOTRougeTho The coolest. 😎💚"
30973,2022-09-29 16:27:49,"en",0,0,0,"@MinariGardenn We 💚 you too!"
30973,2022-09-29 16:25:42,"en",0,0,0,"@JimBecker3PL Happy National Coffee Day to you too, Jim! ☕️"
30973,2022-09-29 16:23:03,"en",0,0,0,"@TwilightTammyTM Cheers, Tammy! ☕️"
30973,2022-09-29 16:18:13,"en",1,0,0,"@JanayaPatton We hope to sip-lebrate National Coffee Day with you, Janaya! ☕️💚"
30973,2022-09-29 16:11:19,"en",0,0,0,"@adventurouskat Yum! Cheers! 💚"
30973,2022-09-29 15:55:15,"en",9,1,1,"@UberEats ""Going off camera for a second, my Pumpkin Cream Cold Brew order just arrived."""
30973,2022-09-29 15:44:29,"qme",0,0,0,"@jcae2008 💚💚"
30973,2022-09-29 15:42:09,"en",1,2,0,"@BigDan12115 We love being part of your day! 💚 What's your sip?"
30973,2022-09-29 15:40:08,"nl",1,0,0,"@WriterJanC Cheers, Jan! ☕️💚"
30973,2022-09-29 15:20:42,"en",7,1,2,"@PatrickTheGiver What does coffee bring to your day, Patrick? 🙂☕️"
30973,2022-09-29 15:17:10,"en",0,1,0,"@Derz121996 Cheers to that first sip feeling, Anders! ☕️✨"
30973,2022-09-29 15:15:06,"en",1,0,0,"@anette_2110 Thanks for making us a part of your life, Mara! ☕️💚"
30973,2022-09-29 15:06:04,"en",0,1,0,"@adventurouskat What's your go-to? 😋"
30973,2022-09-29 15:04:36,"en",2,0,0,"@motnealhrby Looks like many delicious days ahead!"
30973,2022-09-29 15:00:00,"en",1496,151,264,"Happy #NationalCoffeeDay! https://t.co/uXiafNVFSg"
30973,2022-09-29 14:59:09,"en",2,0,0,"@PhayNessiN We're ready when you are. 😋😉"
30973,2022-09-29 14:56:28,"en",0,1,0,"@northernbeaux We like your style. 😋"
30973,2022-09-29 14:54:56,"en",4,0,0,"@sadhooligan Cheers to new fall favs! 😋"
30973,2022-09-29 14:52:09,"en",1,0,0,"@LoveeeeWhitney No... We love it. 😎🎃"
30973,2022-09-29 14:50:10,"en",1,0,0,"@gumbo_skriimp Nothing better than crunchy leaves, cool breeze, and your favorite sip!"
30973,2022-09-29 14:48:30,"en",0,0,0,"@farohaaldhafiri Cheers to the gourd times! 🎃💚"
30973,2022-09-29 14:47:40,"en",0,0,0,"@rasengayjess What a delight-fall sip! 😋🎃"
30973,2022-09-29 14:46:58,"en",0,0,0,"@cowboyskater You can order this handcrafted hot tea beverage by its official name in stores or via the mobile app: Honey Citrus Mint Tea! https://t.co/l0hs5snVgQ"
30973,2022-09-29 14:22:22,"en",0,1,0,"@baninogg In order to receive your Birthday Reward, you need to have earned at least one Star in the 12 months prior to your birth date. If that’s the case, we’re happy to look into it for you."
30973,2022-09-29 11:57:19,"qme",1,0,0,"@lovee_rissaa 🥰"
30973,2022-09-29 01:33:04,"en",1,0,0,"@_0goat0 Pumpkin Cream Cold Brew! 😋🎃 https://t.co/1UszsXhO1s"
30973,2022-09-29 01:30:03,"qme",0,0,0,"@_storiee 😋💚"
30973,2022-09-29 00:12:50,"en",1,0,0,"@ashleysully14 What a nice sip-prise! 💚"
30973,2022-09-29 00:08:03,"en",1,0,0,"@hunter_tate Cheers to new fall favorites! 😍🎃"
30973,2022-09-29 00:06:57,"en",0,0,0,"@Briteknee__ Sounds like love at first sip! 😋😉"
30973,2022-09-29 00:05:16,"en",1,0,0,"@saranickel101 Brew-tiful! 😋"
30973,2022-09-28 23:53:14,"en",1,0,0,"@Ammex__ Cheers! 😋🎃"
30973,2022-09-28 23:43:24,"en",1,0,0,"@activedirect38 Happy Birthday! 💚"
30973,2022-09-28 23:41:54,"en",1,0,1,"@RKuehler Cheers to the gourd times! 🎃🙌 We hope you had a delight-fall birthday!"
30973,2022-09-28 23:37:25,"en",1,0,0,"@Sk8ter9505 Cheers! We hope your birthday was fabrewlous! 🎃🙌"
30973,2022-09-28 23:36:08,"en",1,0,1,"@Bbeautifulbliss White Cheddar and mozzarella cheeses on sourdough bread, topped with a Parmesan butter spread... what's not to love? 😍😋"
30973,2022-09-28 23:32:32,"en",0,0,0,"@sah_bre Sounds good. 😉"
30973,2022-09-28 20:42:44,"en",1,0,1,"@therealdela2_0 We hope you always have a sip of happiness. 💚"
30973,2022-09-28 20:40:11,"en",0,0,0,"@nayelig67 Makes every cup you brew taste like love at first spice. 💚"
30973,2022-09-28 20:18:12,"en",1,0,0,"@YSealion Glad you enjoy it! https://t.co/wCb7pJDcO4"
30973,2022-09-28 20:13:06,"en",44,0,1,"@MerriamWebster Order ready for Dan Glingparticiple: ""When I jumped up to greet the clients, they complimented the reusable tumbler in which I ordered my Pumpkin Spice Latte."""
30973,2022-09-28 19:56:52,"en",0,0,0,"@06Heav We're happy to hear you're loving them! We love being part of your day! 💚"
30973,2022-09-28 19:42:55,"en",1,0,1,"@dafinelex Tis the season! 🎃💚"
30973,2022-09-28 19:41:19,"en",0,1,0,"@06Heav Do you have a fav? 😋"
30973,2022-09-28 19:34:45,"qme",0,0,0,"@madisonbamwhat 🥰"
30973,2022-09-28 19:31:50,"qme",1,0,0,"@Blenk_KAnVes 😋😋"
30973,2022-09-28 19:29:02,"en",1,0,0,"@SommerBrz It's impossibly delicious!"
30973,2022-09-28 19:27:15,"en",0,0,0,"@raquioro While it won't have the festive flair of the holiday version, you can always add peppermint to your mocha! Just ask your barista or you can find it in the customization section of your app under flavors."
30973,2022-09-28 19:25:13,"qme",3,0,0,"@timdub7 https://t.co/68OglFBHEY"
30973,2022-09-28 19:23:14,"en",0,1,0,"@seoane1000 An entirely new league was created for its greatness. Enjoy every sip!"
30973,2022-09-28 19:22:28,"en",0,0,0,"@PureDespot We hope you'll always have a sip of happiness, friend. 🥰"
30973,2022-09-28 19:18:19,"en",2,1,0,"@lovee_rissaa Sounds like you found a fall favorite! https://t.co/TVHYcRvG8I"
30973,2022-09-28 18:49:19,"en",0,0,0,"@_chapterr3 Cheers! 😋💚"
30973,2022-09-28 18:38:33,"en",0,0,0,"@prosperiityy We'd love to see you! 😋💚"
30973,2022-09-28 18:29:29,"en",0,0,0,"@Bebe_be92 Delicious choice! We look forward to sipping with you soon! 🙌💚"
30973,2022-09-28 18:20:51,"en",0,0,0,"@Tracezofmylpstk We're ready when you are! 😋😉"
30973,2022-09-28 18:18:31,"en",4,1,0,"@madisonbamwhat A solidly delicious foundation. 😉"
30973,2022-09-28 18:16:40,"en",1,0,0,"@nospacemistake We're thrilled you're loving it! 😍😋"
30973,2022-09-28 18:00:58,"en",1,0,0,"@DeShon_x3 Perfectly paired with your favorite pumpkin sip! 😋"
30973,2022-09-28 18:00:00,"en",1,1,0,"@ysllbaee A blend of white Cheddar and mozzarella cheeses on sourdough bread, topped with a Parmesan butter spread... what's not to love? 😍😋"
30973,2022-09-28 17:59:43,"en",0,0,1,"@timdub7 Sometimes you need a sip just as sweet as you are. 🥰"
30973,2022-09-28 17:52:54,"en",1,1,0,"@Bebe_be92 What's your go-to? 😋"
30973,2022-09-28 17:31:41,"en",2,2,0,"@iEmmariee We love sip-lebrating the season with you! 🎃💚"
30973,2022-09-27 15:57:19,"en",0,0,0,"@simplytee03 We apple-solutely love it when you fall in love with a new favorite!"
30973,2022-09-27 15:56:07,"en",1,2,0,"@scubadiveee You just can't keep a Good Guy down when it comes to reuniting with his best buddy, Pumpkin Cream Cold Brew!"
30973,2022-09-27 15:31:21,"en",1,1,0,"@simplytee03 Did you just find a delicious new fall favorite?"
30973,2022-09-27 14:46:43,"en",1,1,0,"@bbydore Starbucks Delivers is now available in all 50 states in the U.S. To see if Starbucks Delivers is available near you visit: https://t.co/8TzwEljnoD"
30973,2022-09-27 14:44:44,"en",1,0,0,"@PrettyRudeToo We're ready when you are. 😉🎃"
30973,2022-09-27 14:35:22,"en",0,0,0,"@lanothagreat The perfect way to top off your sip of the season! 😋🎃"
30973,2022-09-27 14:09:49,"en",1,0,0,"@Lea927R Happy birthday! We hope you're having a delicious day. 🥰"
30973,2022-09-27 14:05:16,"en",1,0,0,"@raquelalycia22 We like the way you think. 😋"
30973,2022-09-27 14:02:19,"en",1,0,0,"@sirenspoonie Cheers to the gourd times! 😋🎃"
30973,2022-09-27 13:58:58,"tl",1,1,0,"@royalsultana Sip, sip, hooray! 😍🎃"
30973,2022-09-27 13:57:55,"en",0,0,0,"@dhwanisaraiya_ What a delight-fall idea. 😎🎃"
30973,2022-09-27 13:53:06,"en",0,0,0,"@leeshae___ A delight-fall seasonal treat! 😋🎃"
30973,2022-09-27 13:50:36,"en",0,0,0,"@DareasheGo What's your go-to? 😋"
30973,2022-09-27 13:47:08,"en",0,0,0,"@lookitisnathan It's just a few taps away! 😋 https://t.co/H0tHZ1rKUA"
30973,2022-09-27 13:18:17,"en",0,0,0,"@withlovefreddy Cheers to the gourd times! 🎃💚"
30973,2022-09-27 13:12:35,"qme",0,0,0,"@its_tracee 😋💚"
30973,2022-09-27 13:08:50,"en",1,0,0,"@V_Lewis34 We love being part of your day! Cheers! 💚"
30973,2022-09-27 13:07:29,"en",1,0,0,"@bethany723 Your favorite sip is here to stay! 😋💚"
30973,2022-09-27 03:00:58,"en",1,0,0,"@brynne_baller Sounds delight-fall! 😋🎃"
30973,2022-09-27 03:00:00,"qme",1,0,0,"@Goodnighttown 😋💚"
30973,2022-09-27 02:52:32,"en",1,0,0,"@akagiredsun Cheers to the gourd times! 🎃"
30973,2022-09-27 02:37:32,"en",1,0,0,"@daandyDanny Blonde espresso combined with notes of caramelized vanilla shaken together and topped with oatmilk... what's not to love? 😋"
30973,2022-09-27 02:19:35,"en",3,0,1,"@cavalierremedy We love love at first sip. 😍🙌"
30973,2022-09-27 02:17:56,"en",1,0,0,"@Sapphireprncss We like your style! 🙌💚"
30973,2022-09-27 02:10:10,"qme",1,0,0,"@alexislabelle17 😋😋"
30973,2022-09-27 02:08:50,"fi",1,0,0,"@harlievaldellon IYKYK. 😋🎃"
30973,2022-09-27 02:07:29,"en",1,0,1,"@brookeave2 Cold Brew sweetened with vanilla syrup, topped with a pumpkin cream cold foam and a dusting of pumpkin spice topping... what's not to love? 😍🎃"
30973,2022-09-27 02:06:06,"en",2,0,0,"@lorenazaragozaa Cheers to the gourd times! 🎃"
30973,2022-09-27 01:18:01,"en",2,0,0,"@MinaraiKiss Tis the season. 😋🎃"
30973,2022-09-27 00:54:58,"en",1,0,0,"@eucilyptus A delight-fall choice for the season! We look forward to sharing many more sips with you! 💚"
30973,2022-09-27 00:40:27,"en",0,1,0,"@eucilyptus What's your go-to? 😋"
30973,2022-09-27 00:39:05,"en",1,0,0,"@chrissyrboothe We love sharing that first sip of the season with you! 🎃💚"
30973,2022-09-27 00:28:11,"en",1,0,0,"@_allayneeee We'd love to hear if you find a new favorite sip! 😍 What are you going to try first?"
30973,2022-09-27 00:06:09,"en",1,0,0,"@smellystellyy Sip with you soon! 💚"
30973,2022-09-27 00:00:23,"en",2,1,0,"@smellystellyy Tis the season! 🎃 https://t.co/OZ0KgKZOtt"
30973,2022-09-26 23:54:54,"en",13,3,0,"@smellystellyy That's a delicious idea. 😉💚"
30973,2022-09-26 23:42:45,"qme",1,0,0,"@elsastayy 😋😋"
30973,2022-09-26 23:33:06,"en",1,0,0,"@itsXOLish We look forward to sharing that first sip of the season with you! 🎃💚"
30973,2022-09-26 23:26:14,"en",1,0,0,"@joybroadwaylive We're happy to hear you're a fan! 😋"
30973,2022-09-26 22:22:48,"en",1,0,0,"@prosciutella_ What a nice sip-prise! 💚"
30973,2022-09-26 22:09:27,"en",1,1,0,"@sherifkardash We like your style! We look forward to sipping with you all season long! 🎃💚"
30973,2022-09-26 22:08:47,"en",2,0,0,"@iEmmariee We'll always have something to keep you warm and cozy. 💚"
30973,2022-09-26 21:55:03,"en",0,1,0,"@Meetup We simply cannot espresso how excited we are to tune in! 💚"
30973,2022-09-26 21:24:51,"en",1,1,0,"@iEmmariee It's not fall without it! 😉🎃"
30973,2022-09-26 21:23:18,"en",1,0,0,"@Emma588492772 Delicious choice!"
30973,2022-09-26 21:22:14,"en",1,0,0,"@pumpkimcat Spooky good! 😋🎃"
30973,2022-09-26 21:18:17,"en",1,2,0,"@sherifkardash Are you loving yours hot or cold?"
30973,2022-09-26 21:15:12,"en",1,0,0,"@g0ddessofghosts Cheers! 💚"
30973,2022-09-26 21:13:52,"en",1,0,0,"@SophtheBoaf Delicious choice!"
30973,2022-09-26 21:12:09,"en",0,0,0,"@IRAASR We get it. 😋😉"
30973,2022-09-26 20:57:44,"en",1,1,0,"@sherifkardash A taste of the season in every sip! 😋🎃"
30973,2022-09-26 20:55:27,"tl",1,0,0,"@TrueLovelyMe Sip, sip, hooray! 😍🙌"
30973,2022-09-26 20:54:33,"en",1,0,0,"@katjamb Cheers to that fall feeling! 🙌🎃"
30973,2022-09-26 20:53:23,"en",0,1,0,"@_tiaab1 Cheers! 💚"
30973,2022-09-26 20:50:27,"en",1,0,1,"@DanielleDestroy Sounds like love at first sip! 😍"
30973,2022-09-26 20:47:59,"en",1,0,0,"@_tiiiinna Cheers and happy birthday! 💚"
30973,2022-09-26 20:44:15,"en",1,0,0,"@LilTrippsz A perfect pair! 💚"
30973,2022-09-26 20:41:54,"en",0,0,0,"@JaeRenee_ We love being part of your day! 💚"
30973,2022-09-26 20:39:58,"en",0,0,0,"@Lov3musiic Cheers to new fall favorites! 😍😋"
30973,2022-09-26 20:30:13,"qme",0,0,0,"@anggegai 🙌💚"
30973,2022-09-26 20:29:28,"en",1,0,0,"@shopdancelove We like the way you think. 😋"
30973,2022-09-26 20:28:27,"en",0,1,0,"@sherelesherlay Cheers! 😋💚"
30973,2022-09-26 20:26:50,"en",0,0,0,"@EmelyRivas4 It's a delight-fall treat to pair with your favorite sip of the season! 😍😋"
30973,2022-09-26 20:10:29,"en",1,0,0,"@lexdog_ We like your style. 😋"
30973,2022-09-26 20:10:00,"en",0,0,0,"@Brittttx2 Citrusy, buttery, moist lemon pound cake topped with a sweet icing... what's not to love? 😍😋"
30973,2022-09-26 20:08:33,"en",0,0,0,"@itsjustnaaay A delight-fall favorite! 😋🎃"
30973,2022-09-26 20:08:05,"en",0,0,0,"@1xMaliah A delicious way to start your day! 😋"
30973,2022-09-26 19:50:22,"en",0,0,0,"@_itsnotbrooke The magic of your favorite sip! 🙌🎃"
30973,2022-09-26 19:46:52,"en",0,0,0,"@voidgif We're thrilled you're loving it! 🎃"
30973,2022-09-26 19:45:43,"qme",1,0,0,"@adriizyy 💚💚"
30973,2022-09-26 19:43:29,"en",1,0,0,"@betiesami That's a delicious idea! 🎃"
30973,2022-09-26 19:42:19,"en",1,0,0,"@adriizyy We love starting the day with you!"
30973,2022-09-26 19:33:43,"en",0,0,0,"@9x_________ Cheers! 😋"
30973,2022-09-26 19:32:24,"en",1,0,0,"@The_LegenDeri It sounds like you've found a new fall fav! 😋"
30973,2022-09-26 19:30:39,"pt",1,0,0,"@Mo_shakur A delicious duo!"
30973,2022-09-26 19:30:03,"en",0,0,0,"@huneeyyy We like your style. 💚"
30973,2022-09-26 19:28:02,"en",2,0,0,"@JustMissAsh That sip deserves the homecoming crown."
30973,2022-09-26 19:22:59,"en",1,0,0,"@donna45607872 Meet you there. 💚"
30973,2022-09-26 19:20:56,"en",0,0,0,"@medicinesoliz We love to see families enjoying a coffee date. 💚"
30973,2022-09-26 19:14:09,"en",1,0,0,"@divine__nurse Glad you're enjoying it!"
30973,2022-09-26 19:11:58,"en",0,0,0,"@nattythebrat It's a perfect taste of fall!"
30973,2022-09-26 19:09:00,"en",1,0,0,"@_xox_juliieee We hope you'll be enjoying one soon!"
30973,2022-09-26 19:01:45,"en",2,0,0,"@KatrinaKoll This fall mood is an absolute hit!"
30973,2022-09-26 18:43:39,"en",0,0,0,"@Momo20_ Your store may be temporarily out of stock. Please check with them directly regarding availability. https://t.co/JktvpMd8fN"
30973,2022-09-26 18:02:01,"en",2,1,0,"@michelle_tayy It sounds like you've found your favorite treat!"
30973,2022-09-26 17:58:13,"en",0,0,0,"@aaronj44_ What a delicious combination, friend!"
30973,2022-09-26 17:47:07,"en",0,1,0,"@Momo20_ We hope you'll be enjoying one soon!"
30973,2022-09-26 17:45:14,"en",0,0,0,"@cameronglzz See you soon, friend!"
30973,2022-09-26 17:44:51,"en",0,0,0,"@cameronglzz The mintiest fresh PSA of the day! Enjoy!"
30973,2022-09-26 16:54:06,"en",0,0,0,"@_Tiffanilove Oooh you're a green coffee extract and delicious tropical flavors girl! 😉😋"
30973,2022-09-26 16:51:48,"en",1,0,1,"@___lilbee__ Well deserved! 💐💚"
30973,2022-09-26 16:41:09,"en",1,0,1,"@gee_corrie Always! 😋"
30973,2022-09-26 16:34:19,"en",1,0,0,"@SameOl_Bri It makes Mondays better! 😋✨"
30973,2022-09-26 16:33:22,"en",0,0,0,"@_ThatGuyDro We like your style!"
30973,2022-09-26 16:29:01,"qme",3,0,0,"@XioPraysAlot https://t.co/orSBCh3YZZ"
30973,2022-09-26 16:28:24,"en",0,0,0,"@lindzmc Absobrewtely autumn-azing! 😋🎃"
30973,2022-09-26 16:17:07,"en",1,0,1,"@__thegiftofGab Cheers to love at first sip!"
30973,2022-09-26 16:16:51,"en",1,1,0,"@XioPraysAlot Fall in a cup! 🍂"
30973,2022-09-26 16:09:33,"en",1,1,0,"@cameronglzz While it won't have the festive flair of the holiday version, you can always add peppermint syrup to your mocha! You'll find it under the  ""Flavors"" section of the customization options."
30973,2022-09-26 16:04:16,"en",0,1,0,"@_JaNyeAiko Stay cozy! ☕"
30973,2022-09-26 16:02:45,"en",1,1,1,"@__thegiftofGab Did you fall in love? 🍂"
30973,2022-09-26 15:58:49,"en",0,0,0,"@yxngbah Starbucks Delivers is now available in all 50 states in the U.S. To see if Starbucks Delivers is available near you visit: https://t.co/8TzwEljnoD"
30973,2022-09-26 15:53:43,"tl",1,0,1,"@Shahadah4U Sip sip hooray! 🥰"
30973,2022-09-26 15:50:38,"en",0,0,0,"@Shahadah4U Sip with you soon?"
30973,2022-09-26 15:49:57,"en",1,0,0,"@Nyier__ Happy sipping!"
30973,2022-09-26 15:48:14,"en",0,0,0,"@briaaaaan420 Sounds amazing! Did you get a chance to stop by?"
30973,2022-09-26 15:31:33,"en",1,0,0,"@Iacedsins Ooo that sounds amazing!"
30973,2022-09-26 15:19:01,"en",0,0,0,"@Jillian1416 Mmm, indeed! 🎃😋"
30973,2022-09-26 15:16:19,"en",1,0,0,"@andCEEsaid Cheers to finding the perfect 🎃 pick!"
30973,2022-09-26 15:11:32,"en",0,0,0,"@PMSunicorn7 The perfect date. 🥰"
30973,2022-09-26 14:44:34,"en",2,1,0,"@jackpnwilson Here's to all those delicious fall walks. https://t.co/Box1UdFV0H"
30973,2022-09-26 13:47:34,"en",1,0,1,"@MoonlightOceann We can't wait to share a sip with you! 💚"
30973,2022-09-26 13:38:13,"en",1,0,0,"@ashk____ We love to hear that! 💚"
30973,2022-09-26 13:37:41,"en",1,0,0,"@karisha1_ We hope you had a delicious birthday! Thank you for including us on your special day."
30973,2022-09-26 13:37:10,"en",1,0,0,"@EthanR_92 Thanks for sipping with us, Ethan!"
30973,2022-09-26 13:36:20,"en",0,0,0,"@Cjflady Cheers!"
30973,2022-09-26 13:35:45,"en",1,1,0,"@MsScorpioJ What are you planning to enjoy today, bestie?"
30973,2022-09-26 13:33:50,"en",0,1,0,"@MoonlightOceann Turn your dreams into a reality today, friend!"
30973,2022-09-26 13:33:03,"en",0,0,0,"@b_shenee We hope you'll be treating yourself today, friend!"
30973,2022-09-26 13:30:53,"en",1,1,0,"@zphilocalist Cheers to an apple-solutely delicious cup of happiness! 🍎😊"
30973,2022-09-26 13:27:20,"en",0,1,0,"@ashk____ It sounds like the Double Chocolate Brownie has become your new favorite treat!"
30973,2022-09-26 13:26:04,"en",0,0,0,"@paulamoran091 Delicious indeed! 🍫"
30973,2022-09-26 13:25:02,"en",1,1,0,"@tati081908 We're all wrapped up in the deliciousness of the Caramel Ribbon Crunch Frappuccino® Blended Beverage!"
30973,2022-09-26 13:22:01,"en",1,0,0,"@Gartoka19 It's truly a delicious island escape!"
30973,2022-09-26 13:20:33,"qme",1,0,0,"@maruja1022 😊💚"
30973,2022-09-26 00:22:36,"en",0,0,0,"@crysta1roxas Hi there, thanks for getting in touch about this. We'd love to help but believe the team at UberEats would be of better assistance. Please reach out to their Customer Service team at 800-253-9377! -Rachael"
30973,2022-09-25 21:27:11,"qme",3,1,0,"@crysta1roxas 💚 https://t.co/wF9JwU8cvl"
30973,2022-09-25 21:26:09,"fr",2,0,0,"@NickAbeyta Gourd tier! ✨"
30973,2022-09-25 20:09:09,"en",0,0,0,"@_zenpaisama Autumn us, please! 🎃🍂"
30973,2022-09-25 20:04:10,"en",1,1,1,"@dreaaa1__ Sounds like baby's a keeper! 😉🥰"
30973,2022-09-25 20:02:06,"en",1,0,0,"@JessHorton82 We love the way you sip!"
30973,2022-09-25 20:01:12,"en",1,0,0,"@erictucker99 Sounds like you found your go-to fall snack!"
