"Student_ID","Study_Hours_Per_Day","Extracurricular_Hours_Per_Day","Sleep_Hours_Per_Day","Social_Hours_Per_Day","Physical_Activity_Hours_Per_Day","GPA","Stress_Level","college","GPA_Level","Stress_Level2","books_read"
297,6.1,0.8,8.1,2.5,6.5,2.67,"Moderate","Humanities","LowGPA","LowModerate",10
298,8.9,1.1,9.1,2.1,2.8,3.2,"High","Arts & Sciences","MediumGPA","High",2
299,8.3,0.4,8.1,2.7,4.5,3.01,"High","Medicine","MediumGPA","High",2
300,8.7,3.5,6.1,0.5,5.2,3.37,"High","Communication","HighGPA","High",7
301,5.1,2.6,8,3.3,5,2.65,"Low","Humanities","LowGPA","LowModerate",7
302,8,2,9.9,0.6,3.5,2.93,"Moderate","Education","MediumGPA","LowModerate",1
303,8.5,1.6,7.1,4.3,2.5,3.39,"High","Humanities","HighGPA","High",7
304,6.4,0.3,5.4,5.4,6.5,3.29,"High","Communication","MediumGPA","High",6
305,6,1.3,6.1,2.1,8.5,2.91,"Moderate","Education","MediumGPA","LowModerate",6
306,5.3,3.2,6.2,3.2,6.1,2.64,"Low","Education","LowGPA","LowModerate",5
307,9.4,2.6,7.7,1.4,2.9,3.66,"High","Arts & Sciences","HighGPA","High",3
308,10,2.6,7.8,2.6,1,3.26,"High","Humanities","MediumGPA","High",1
309,7.3,0.2,7.8,5.7,3,3.2,"Moderate","Communication","MediumGPA","LowModerate",5
310,6,2.1,5.5,2.7,7.7,2.72,"High","Arts & Sciences","LowGPA","High",5
311,8.8,1.4,8.3,4.4,1.1,3.1,"High","Medicine","MediumGPA","High",4
312,10,3.7,7.7,2.2,0.4,3.44,"High","Medicine","HighGPA","High",5
313,7.6,2.5,5.4,4.5,4,3.17,"High","Education","MediumGPA","High",6
314,8.9,2.8,5.2,1.8,5.3,3.3,"High","Humanities","MediumGPA","High",2
315,6.3,1.4,5.4,5.6,5.3,2.58,"High","Medicine","LowGPA","High",4
316,7,1.8,8,3.1,4.1,3.15,"Moderate","Humanities","MediumGPA","LowModerate",7
317,9.6,2,10,2,0.4,3.46,"High","Humanities","HighGPA","High",7
318,6.9,3.5,9.3,3.5,0.8,3.02,"Moderate","Medicine","MediumGPA","LowModerate",3
319,9,1.2,5.4,2.4,6,3.46,"High","Humanities","HighGPA","High",4
320,6.7,3.9,8.2,4.3,0.9,2.83,"Moderate","Education","LowGPA","LowModerate",7
321,5.7,3.4,9.6,2.6,2.7,3.13,"Low","Education","MediumGPA","LowModerate",7
322,5.9,2,7,0.9,8.2,3,"Low","Education","MediumGPA","LowModerate",4
323,6.8,0.3,5.1,0.8,11,3.03,"High","Arts & Sciences","MediumGPA","High",3
324,9.8,1.7,6.6,3,2.9,3.58,"High","Arts & Sciences","HighGPA","High",6
325,7.2,0.4,8.2,1.3,6.9,3.39,"Moderate","Medicine","HighGPA","LowModerate",2
326,5.8,0.2,8.9,2.8,6.3,3.11,"Low","Education","MediumGPA","LowModerate",1
327,5.3,4,5.3,4.2,5.2,2.67,"High","Humanities","LowGPA","High",14
328,8.5,0.2,7.5,6,1.8,3.21,"High","Humanities","MediumGPA","High",1
329,9.1,2.5,6.5,3.7,2.2,2.85,"High","Medicine","LowGPA","High",4
330,5.7,3.5,7.2,1.2,6.4,3.04,"Low","Humanities","MediumGPA","LowModerate",8
331,6.8,1.7,9.1,4.4,2,2.9,"Moderate","Humanities","MediumGPA","LowModerate",6
332,5.1,1,8.8,0.8,8.3,2.25,"Low","Arts & Sciences","LowGPA","LowModerate",4
333,7.7,0.9,5.1,1.4,8.9,3.15,"High","Medicine","MediumGPA","High",6
334,5.5,2.2,7.3,5.1,3.9,2.94,"Low","Medicine","MediumGPA","LowModerate",7
335,5.5,2,5.8,1.9,8.8,2.79,"High","Education","LowGPA","High",4
336,6.9,1.6,7.3,4.7,3.5,3.38,"Moderate","Communication","HighGPA","LowModerate",5
337,9.5,3.8,8.9,0.6,1.2,3.3,"High","Medicine","MediumGPA","High",6
338,6.3,3.4,5.2,5.4,3.7,3.31,"High","Education","MediumGPA","High",6
339,7.3,2.5,8.3,5.3,0.6,3.36,"Moderate","Education","HighGPA","LowModerate",6
340,5.3,2.1,5.8,4.4,6.4,3.11,"High","Arts & Sciences","MediumGPA","High",10
341,7.6,2.7,5.2,0.5,8,3.07,"High","Arts & Sciences","MediumGPA","High",4
342,5.4,0,9.8,4.4,4.4,2.85,"Low","Medicine","LowGPA","LowModerate",2
343,6.8,1.2,6.7,4.6,4.7,2.81,"Moderate","Arts & Sciences","LowGPA","LowModerate",5
344,5.9,0.4,8.3,4.6,4.8,2.99,"Low","Medicine","MediumGPA","LowModerate",3
345,6.3,0.1,5.4,5.8,6.4,3.14,"High","Medicine","MediumGPA","High",5
346,8.1,1.5,6,0.7,7.7,3.06,"High","Education","MediumGPA","High",4
347,8.1,3.1,8.2,2.4,2.2,3.09,"High","Communication","MediumGPA","High",10
348,9.9,2.4,7.9,2.8,1,3.67,"High","Humanities","HighGPA","High",4
349,9.1,2.6,5.6,2,4.7,3.16,"High","Medicine","MediumGPA","High",3
350,7.2,2.5,9.7,1.1,3.5,2.69,"Moderate","Education","LowGPA","LowModerate",6
351,5.6,0.8,9.4,3.9,4.3,3.01,"Low","Communication","MediumGPA","LowModerate",3
352,9.3,3.4,9.6,0.4,1.3,3.28,"High","Education","MediumGPA","High",9
353,8.8,1.8,9.2,3.1,1.1,3.45,"High","Humanities","HighGPA","High",5
354,5.9,2.2,9.9,5.6,0.4,3.12,"Low","Arts & Sciences","MediumGPA","LowModerate",3
355,5.2,0.7,5.7,4.4,8,2.67,"High","Humanities","LowGPA","High",6
356,7.5,3.4,8.7,2.4,2,3.24,"Moderate","Education","MediumGPA","LowModerate",10
357,8,2,6.5,3.4,4.1,3.35,"Moderate","Arts & Sciences","HighGPA","LowModerate",6
358,8.2,3,5.8,2.8,4.2,3.31,"High","Arts & Sciences","MediumGPA","High",4
359,5,1,8.6,6,3.4,2.71,"Low","Communication","LowGPA","LowModerate",4
360,9,0.8,7.8,4.4,2,3.18,"High","Humanities","MediumGPA","High",7
361,8.1,0.8,6.8,4.7,3.6,3.19,"High","Education","MediumGPA","High",3
362,8.8,0.1,8.7,1.2,5.2,3.32,"High","Education","MediumGPA","High",3
363,9.8,1.5,6.6,0.9,5.2,3.61,"High","Humanities","HighGPA","High",8
364,10,1.5,7.2,3.8,1.5,3.43,"High","Arts & Sciences","HighGPA","High",4
365,9.4,2.4,7,2.1,3.1,3.1,"High","Arts & Sciences","MediumGPA","High",4
366,9,0.4,7.9,2.9,3.8,3.6,"High","Humanities","HighGPA","High",7
367,8.2,0.3,7.9,3.4,4.2,3.64,"High","Medicine","HighGPA","High",3
368,8.4,3.2,6.3,5,1.1,3.5,"High","Medicine","HighGPA","High",1
369,7.5,0.3,5.3,2,8.9,3.26,"High","Humanities","MediumGPA","High",4
370,8.9,2.1,7.2,0.9,4.9,3.53,"High","Medicine","HighGPA","High",5
371,6.6,1.7,5.4,1.3,9,3.29,"High","Medicine","MediumGPA","High",4
372,10,3.7,8.2,0.9,1.2,3.63,"High","Education","HighGPA","High",4
373,8.2,3.1,5.6,2.5,4.6,3.16,"High","Communication","MediumGPA","High",7
374,7.9,2.4,5.9,2.2,5.6,3.4,"High","Humanities","HighGPA","High",5
375,6.7,0.1,5.1,5,7.1,3.03,"High","Medicine","MediumGPA","High",5
376,6.5,3.8,6.3,2.6,4.8,2.62,"Moderate","Humanities","LowGPA","LowModerate",9
377,9.4,3.4,5.9,4.3,1,3.18,"High","Humanities","MediumGPA","High",7
378,5.7,0.3,8.6,3,6.4,2.28,"Low","Education","LowGPA","LowModerate",3
379,7.2,2.9,8.8,0.8,4.3,2.88,"Moderate","Humanities","LowGPA","LowModerate",4
380,8.8,2.6,9.8,0.2,2.6,3.38,"High","Arts & Sciences","HighGPA","High",10
381,5.3,1.1,6.3,1.5,9.8,2.75,"Low","Humanities","LowGPA","LowModerate",5
382,6.4,3,7.2,4.7,2.7,3.03,"Moderate","Medicine","MediumGPA","LowModerate",6
383,5.3,2,5.2,0.4,11.1,2.31,"High","Medicine","LowGPA","High",4
384,6.7,3.6,5.1,4,4.6,3.18,"High","Arts & Sciences","MediumGPA","High",7
385,9.8,2.2,9.7,0.1,2.2,3.16,"High","Humanities","MediumGPA","High",5
386,8.7,3.9,6.3,3.3,1.8,3.2,"High","Humanities","MediumGPA","High",8
387,6,2.3,7.3,5.8,2.6,2.58,"Moderate","Communication","LowGPA","LowModerate",3
388,5.6,0.6,6.1,1.5,10.2,3.07,"Low","Communication","MediumGPA","LowModerate",4
389,9.3,2.2,7.6,0.6,4.3,3.48,"High","Education","HighGPA","High",2
390,5.3,2.8,7.7,0.5,7.7,2.93,"Low","Arts & Sciences","MediumGPA","LowModerate",3
391,7.3,1.9,5.8,5.7,3.3,3.18,"High","Education","MediumGPA","High",10
392,7.3,1.6,8.3,3.3,3.5,3.28,"Moderate","Medicine","MediumGPA","LowModerate",4
393,5.3,2.1,9,2.8,4.8,2.67,"Low","Arts & Sciences","LowGPA","LowModerate",6
394,5.8,1.3,8.8,3.1,5,2.71,"Low","Communication","LowGPA","LowModerate",7
395,6,3.5,9.4,4.4,0.7,2.84,"Moderate","Medicine","LowGPA","LowModerate",2
396,9.9,3.1,5.1,0.4,5.5,3.17,"High","Humanities","MediumGPA","High",3
397,7.3,3.6,7.7,2.7,2.7,3.15,"Moderate","Education","MediumGPA","LowModerate",4
398,9.1,1.5,8.9,4.3,0.2,3.21,"High","Communication","MediumGPA","High",2
399,6,2.1,6.4,4.8,4.7,3.27,"Moderate","Arts & Sciences","MediumGPA","LowModerate",2
400,9,1.6,9.6,2,1.8,3.57,"High","Education","HighGPA","High",11
401,5.8,2.8,9,1.9,4.5,2.8,"Low","Arts & Sciences","LowGPA","LowModerate",10
402,5.9,3.6,8.3,0.9,5.3,2.8,"Low","Education","LowGPA","LowModerate",3
403,7.2,2.5,5.4,5.3,3.6,3.08,"High","Medicine","MediumGPA","High",8
404,9.8,1.7,9.9,1.7,0.9,3.75,"High","Communication","HighGPA","High",5
405,8.2,0.7,9.4,2.4,3.3,3.47,"High","Medicine","HighGPA","High",4
406,8.6,3.6,5.4,4.4,2,3.81,"High","Arts & Sciences","HighGPA","High",5
407,5.9,3.4,9.1,3,2.6,2.68,"Low","Communication","LowGPA","LowModerate",6
408,7.4,3.3,7.3,2.1,3.9,3.34,"Moderate","Humanities","HighGPA","LowModerate",2
409,7.5,3.3,6.7,1,5.5,3.29,"Moderate","Medicine","MediumGPA","LowModerate",4
410,5.5,1,5.7,2.1,9.7,2.93,"High","Education","MediumGPA","High",6
411,7.3,3,8.3,3.4,2,3.29,"Moderate","Humanities","MediumGPA","LowModerate",4
412,7.4,3.9,8.2,0.6,3.9,3.02,"Moderate","Medicine","MediumGPA","LowModerate",7
413,8.4,1.3,8.4,0.4,5.5,3.32,"High","Communication","MediumGPA","High",3
414,6.1,3.3,6.4,3.9,4.3,2.86,"Moderate","Education","LowGPA","LowModerate",5
415,8.5,2.1,6.5,1.3,5.6,3.38,"High","Communication","HighGPA","High",4
416,9.4,3.1,8.9,1.7,0.9,3.45,"High","Humanities","HighGPA","High",3
417,6.3,3.6,8.4,3.2,2.5,2.92,"Moderate","Arts & Sciences","MediumGPA","LowModerate",9
418,7.3,3.5,7.7,2.1,3.4,2.9,"Moderate","Education","MediumGPA","LowModerate",4
419,9.9,0.4,7.1,0.3,6.3,3.55,"High","Humanities","HighGPA","High",5
420,6.4,3.4,6.5,5.5,2.2,3,"Moderate","Communication","MediumGPA","LowModerate",1
421,8.8,3.2,5.1,5.8,1.1,3.13,"High","Medicine","MediumGPA","High",5
422,9.1,1.1,9.4,0.5,3.9,3.58,"High","Arts & Sciences","HighGPA","High",6
423,8.5,2.2,5.5,1.5,6.3,3.27,"High","Medicine","MediumGPA","High",5
424,6.5,2.4,6.5,1.8,6.8,2.91,"Moderate","Medicine","MediumGPA","LowModerate",4
425,8.7,0.2,9.5,4.8,0.8,3.5,"High","Arts & Sciences","HighGPA","High",8
426,9.5,0.7,5.4,1.4,7,3.77,"High","Humanities","HighGPA","High",6
427,9,0.1,7.9,6,1,3.36,"High","Arts & Sciences","HighGPA","High",4
428,5.3,3.3,8,0.7,6.7,3.03,"Low","Medicine","MediumGPA","LowModerate",4
429,5.5,3.6,8.3,5,1.6,2.86,"Low","Humanities","LowGPA","LowModerate",3
430,7.6,1.7,6.6,2.6,5.5,3.34,"Moderate","Medicine","HighGPA","LowModerate",7
431,8.9,2.4,9.5,1.4,1.8,3.66,"High","Medicine","HighGPA","High",9
432,8,2.8,6.2,3.1,3.9,3.46,"Moderate","Education","HighGPA","LowModerate",5
433,5.5,1.5,7.4,3.9,5.7,2.85,"Low","Education","LowGPA","LowModerate",4
434,8.7,2,8.2,0.4,4.7,3.42,"High","Education","HighGPA","High",12
435,6.3,1.4,7.4,0.3,8.6,2.86,"Moderate","Humanities","LowGPA","LowModerate",3
436,9.9,1.3,7.4,1.1,4.3,3.35,"High","Medicine","HighGPA","High",5
437,8.1,1.1,6,3.1,5.7,3.15,"High","Medicine","MediumGPA","High",2
438,9,2.3,7.6,1.5,3.6,3.2,"High","Education","MediumGPA","High",5
439,9.7,1.6,5.4,3.7,3.6,3.39,"High","Medicine","HighGPA","High",2
440,7.5,3.5,7.5,3.9,1.6,2.97,"Moderate","Communication","MediumGPA","LowModerate",3
441,10,0.5,6.4,2.4,4.7,3.14,"High","Humanities","MediumGPA","High",4
442,9.5,2.9,8,1.1,2.5,3.11,"High","Arts & Sciences","MediumGPA","High",5
443,9.1,3.8,9.1,0,2,3.27,"High","Arts & Sciences","MediumGPA","High",6
444,6.3,0.2,8,4.1,5.4,2.97,"Moderate","Humanities","MediumGPA","LowModerate",3
445,5.6,1.5,7.3,2.2,7.4,2.8,"Low","Humanities","LowGPA","LowModerate",7
446,8.8,0.3,5.4,2.1,7.4,3.12,"High","Communication","MediumGPA","High",6
447,9.7,2.7,8.4,1.2,2,3.44,"High","Communication","HighGPA","High",6
448,8.2,3.7,8.1,3.5,0.5,3.23,"High","Medicine","MediumGPA","High",3
449,8.6,0.5,9.5,0.4,5,3.06,"High","Medicine","MediumGPA","High",4
450,5.1,1.7,6.5,2.9,7.8,2.79,"Low","Humanities","LowGPA","LowModerate",6
451,7.9,0.2,5.6,3.4,6.9,3.44,"High","Communication","HighGPA","High",5
452,8.3,3.4,8.5,1.6,2.2,3.07,"High","Education","MediumGPA","High",4
453,8.4,1.1,6.5,4.7,3.3,3.54,"High","Communication","HighGPA","High",3
454,9.1,3.4,9.6,0.8,1.1,3.31,"High","Medicine","MediumGPA","High",2
455,6.6,2.3,6.9,3.6,4.6,3.2,"Moderate","Humanities","MediumGPA","LowModerate",3
456,6.9,0.7,7.2,0.9,8.3,3.26,"Moderate","Medicine","MediumGPA","LowModerate",8
457,9.5,1.4,5.8,0.2,7.1,3.69,"High","Education","HighGPA","High",7
458,6.7,0.3,7,1.9,8.1,3.28,"Moderate","Medicine","MediumGPA","LowModerate",6
459,8.4,2.4,6.8,1.3,5.1,3.25,"High","Education","MediumGPA","High",3
460,8.4,0.6,7.4,0.2,7.4,3.32,"High","Communication","MediumGPA","High",3
461,7.5,3.9,6.9,0.2,5.5,3.11,"Moderate","Medicine","MediumGPA","LowModerate",10
462,5.8,0.1,8.8,2.8,6.5,2.8,"Low","Medicine","LowGPA","LowModerate",4
463,6.4,3.6,5.6,5.7,2.7,3.1,"High","Arts & Sciences","MediumGPA","High",5
464,8,3.3,9.9,0.8,2,3.13,"Moderate","Humanities","MediumGPA","LowModerate",3
465,9.8,1.6,6.9,1.9,3.8,3.23,"High","Education","MediumGPA","High",5
466,7.8,2.2,8.8,4.3,0.9,3.2,"Moderate","Communication","MediumGPA","LowModerate",4
467,7.2,1.2,6.3,1.2,8.1,3.05,"Moderate","Arts & Sciences","MediumGPA","LowModerate",3
468,6.4,3.9,7.8,2,3.9,2.87,"Moderate","Medicine","LowGPA","LowModerate",6
469,7.9,0.6,7.2,3.8,4.5,2.68,"Moderate","Medicine","LowGPA","LowModerate",4
470,10,3.5,8.1,1.4,1,3.44,"High","Communication","HighGPA","High",7
471,8.1,0.8,7,0.2,7.9,3.74,"High","Humanities","HighGPA","High",2
472,6.1,3.9,9.5,3.2,1.3,2.61,"Moderate","Humanities","LowGPA","LowModerate",7
473,7.7,3.5,5.7,4.7,2.4,3.21,"High","Education","MediumGPA","High",4
474,6.4,3.5,9.7,0.7,3.7,2.89,"Moderate","Communication","LowGPA","LowModerate",6
475,7.3,3.9,7.4,4.7,0.7,2.74,"Moderate","Education","LowGPA","LowModerate",6
476,6.4,0.8,8.8,2.3,5.7,3.21,"Moderate","Medicine","MediumGPA","LowModerate",5
477,7.6,2,7.9,5.2,1.3,3.13,"Moderate","Arts & Sciences","MediumGPA","LowModerate",6
478,9.1,3.1,7.9,3.7,0.2,3.42,"High","Arts & Sciences","HighGPA","High",0
479,6,0.4,9.3,2.6,5.7,3.02,"Moderate","Arts & Sciences","MediumGPA","LowModerate",3
480,8.1,3.7,5.1,2.9,4.2,2.63,"High","Communication","LowGPA","High",6
481,8.4,2.9,8.5,0.6,3.6,3.07,"High","Humanities","MediumGPA","High",3
482,9,1.1,6.1,5.7,2.1,3.07,"High","Education","MediumGPA","High",7
483,5,4,8.4,5,1.6,2.9,"Low","Humanities","MediumGPA","LowModerate",4
484,8.7,0.6,8.8,4.5,1.4,3.41,"High","Communication","HighGPA","High",6
485,8.3,3.1,9.2,2.1,1.3,3.24,"High","Education","MediumGPA","High",9
486,5.4,1.6,7,0.4,9.6,2.63,"Low","Medicine","LowGPA","LowModerate",2
487,6.7,0.4,9,5.7,2.2,2.63,"Moderate","Medicine","LowGPA","LowModerate",3
488,5.4,2,9,4.2,3.4,2.85,"Low","Humanities","LowGPA","LowModerate",6
489,5.3,0.3,7,1.8,9.6,2.64,"Low","Education","LowGPA","LowModerate",4
490,9,3.7,7,3.9,0.4,3.16,"High","Communication","MediumGPA","High",7
491,6.6,1.9,6.1,3.8,5.6,3,"Moderate","Communication","MediumGPA","LowModerate",10
492,6.8,2.6,5.6,5.3,3.7,3.08,"High","Humanities","MediumGPA","High",2
493,7.5,1.8,7.9,3.7,3.1,3.17,"Moderate","Arts & Sciences","MediumGPA","LowModerate",5
494,6.2,2.9,9.1,4.7,1.1,2.83,"Moderate","Communication","LowGPA","LowModerate",6
495,7.8,2.1,5.7,4.7,3.7,3.16,"High","Arts & Sciences","MediumGPA","High",2
496,6.4,0.5,8.1,0.3,8.7,2.61,"Moderate","Education","LowGPA","LowModerate",11
497,8.7,1.3,5,3.1,5.9,3.24,"High","Humanities","MediumGPA","High",3
498,9.2,0,6.2,4.4,4.2,3.41,"High","Arts & Sciences","HighGPA","High",2
499,6.6,0.4,6.8,1.6,8.6,2.89,"Moderate","Education","LowGPA","LowModerate",6
500,8.9,3.6,7.2,3.9,0.4,3.51,"High","Arts & Sciences","HighGPA","High",7
501,6.9,3.9,5.4,4.1,3.7,2.55,"High","Education","LowGPA","High",4
502,8.2,2.8,5,1,7,3.2,"High","Medicine","MediumGPA","High",4
503,8.6,2.7,9.8,2.2,0.7,3.31,"High","Medicine","MediumGPA","High",4
504,6.5,0.4,8.9,3.9,4.3,3.01,"Moderate","Arts & Sciences","MediumGPA","LowModerate",2
505,5.2,1.4,9.8,3,4.6,2.49,"Low","Humanities","LowGPA","LowModerate",4
506,6,1.5,6.8,0.3,9.4,2.44,"Moderate","Arts & Sciences","LowGPA","LowModerate",3
507,8.8,1.7,9.1,3.7,0.7,3.44,"High","Arts & Sciences","HighGPA","High",5
508,7.4,3.5,6.1,4.1,2.9,2.88,"Moderate","Education","LowGPA","LowModerate",5
509,8,1.2,5.7,3.9,5.2,3.03,"High","Humanities","MediumGPA","High",9
510,8.2,1.6,8.6,1.1,4.5,3.46,"High","Humanities","HighGPA","High",4
511,9.5,1.1,6.8,0.3,6.3,3.43,"High","Humanities","HighGPA","High",5
512,6.3,3.3,5.1,2.3,7,2.74,"High","Communication","LowGPA","High",2
513,6.7,0.1,5.6,2.5,9.1,2.49,"High","Communication","LowGPA","High",7
514,7.7,2.4,5,2.8,6.1,3.12,"High","Education","MediumGPA","High",4
515,9.8,2.1,8.4,1.2,2.5,3.61,"High","Arts & Sciences","HighGPA","High",6
516,7.6,3.9,5.6,0.1,6.8,3.28,"High","Education","MediumGPA","High",3
517,8.9,3.2,5.6,1.6,4.7,3.36,"High","Arts & Sciences","HighGPA","High",5
518,6.7,1.5,5,1.8,9,3.31,"High","Humanities","MediumGPA","High",7
519,8.2,3.9,9.2,0.1,2.6,3.26,"High","Humanities","MediumGPA","High",2
520,8.9,1.8,7,1.8,4.5,3.38,"High","Medicine","HighGPA","High",7
521,5.3,0.9,6.2,2.9,8.7,2.76,"Low","Medicine","LowGPA","LowModerate",4
522,5.3,3.8,9.7,4.1,1.1,3.13,"Low","Medicine","MediumGPA","LowModerate",4
523,10,2.2,9.8,0.2,1.8,3.25,"High","Medicine","MediumGPA","High",4
524,6,0.6,8.1,4.7,4.6,2.78,"Moderate","Humanities","LowGPA","LowModerate",1
525,7.9,0.6,9.1,3.8,2.6,3.5,"Moderate","Education","HighGPA","LowModerate",5
526,6.3,1.4,9.6,1.7,5,2.74,"Moderate","Humanities","LowGPA","LowModerate",6
527,7.3,3.6,8.5,0.3,4.3,2.93,"Moderate","Education","MediumGPA","LowModerate",8
528,5.7,3.8,7.6,1.5,5.4,3.27,"Low","Humanities","MediumGPA","LowModerate",1
529,7.5,2.7,5.4,1.6,6.8,3.09,"High","Medicine","MediumGPA","High",11
530,7.7,1.7,5.2,1,8.4,3.43,"High","Medicine","HighGPA","High",4
531,7.2,0.8,5.2,5.1,5.7,2.99,"High","Humanities","MediumGPA","High",9
532,9.8,0.8,9.8,3.6,0,3.59,"High","Humanities","HighGPA","High",6
533,8.6,3.9,7.8,1,2.7,3.69,"High","Humanities","HighGPA","High",5
534,5.4,2.5,9.9,1.1,5.1,2.54,"Low","Communication","LowGPA","LowModerate",7
535,9,3.6,9.7,1.6,0.1,3.44,"High","Education","HighGPA","High",1
536,8.8,0.6,7.4,4.3,2.9,3.32,"High","Education","MediumGPA","High",6
537,6.2,2.6,8.3,1,5.9,3.23,"Moderate","Humanities","MediumGPA","LowModerate",4
538,7.5,0,5,2.1,9.4,3.2,"High","Communication","MediumGPA","High",7
539,9.6,0.9,8.2,1.2,4.1,3.62,"High","Arts & Sciences","HighGPA","High",5
540,8.6,0.4,7.1,0.2,7.7,3.2,"High","Humanities","MediumGPA","High",4
541,7.4,2.6,5.6,1.7,6.7,3.26,"High","Communication","MediumGPA","High",7
542,10,0.2,8.8,1.9,3.1,3.46,"High","Arts & Sciences","HighGPA","High",2
543,7,3,9.6,4.2,0.2,2.68,"Moderate","Medicine","LowGPA","LowModerate",7
544,8.9,1,7.8,2.2,4.1,3.54,"High","Education","HighGPA","High",4
545,8.3,1,6,5.5,3.2,3.25,"High","Humanities","MediumGPA","High",6
546,6.1,0.2,5.2,1.1,11.4,2.72,"High","Education","LowGPA","High",9
547,9.3,1.1,9.8,2.2,1.6,3.79,"High","Medicine","HighGPA","High",2
548,7.6,3,6.4,2.1,4.9,2.83,"Moderate","Medicine","LowGPA","LowModerate",7
549,9.5,3.8,9.5,0.5,0.7,3.4,"High","Education","HighGPA","High",7
550,7.5,0.8,8,1.1,6.6,3.43,"Moderate","Medicine","HighGPA","LowModerate",4
551,6.7,3.4,6,0.4,7.5,2.48,"Moderate","Medicine","LowGPA","LowModerate",4
552,9.1,3.3,6.7,3.4,1.5,3.4,"High","Humanities","HighGPA","High",3
553,8.9,2.6,5.8,5.3,1.4,2.98,"High","Education","MediumGPA","High",5
554,7.1,0.2,5.6,4.6,6.5,3.13,"High","Humanities","MediumGPA","High",8
555,5,1.7,7.6,0.3,9.4,2.53,"Low","Arts & Sciences","LowGPA","LowModerate",5
556,6.2,0,8.6,5.8,3.4,2.71,"Moderate","Medicine","LowGPA","LowModerate",5
557,6.1,2.7,8.7,5.1,1.4,2.57,"Moderate","Medicine","LowGPA","LowModerate",6
558,6.6,2.9,9.1,1,4.4,2.85,"Moderate","Humanities","LowGPA","LowModerate",5
559,6.9,3.6,9,4.4,0.1,2.92,"Moderate","Medicine","MediumGPA","LowModerate",5
560,8,2.6,5.4,3.3,4.7,3.48,"High","Humanities","HighGPA","High",1
561,8.5,0.7,8.9,3.4,2.5,3.41,"High","Education","HighGPA","High",2
562,6.5,2.9,8.8,0.6,5.2,2.67,"Moderate","Humanities","LowGPA","LowModerate",8
563,7.6,2,6.8,5.6,2,3.25,"Moderate","Humanities","MediumGPA","LowModerate",7
564,8.6,1.8,9.6,2.8,1.2,3.47,"High","Communication","HighGPA","High",3
565,8.6,3.4,6.4,4.5,1.1,3.18,"High","Education","MediumGPA","High",6
566,6.7,3.9,9.3,2.9,1.2,2.78,"Moderate","Humanities","LowGPA","LowModerate",6
567,8.6,2.2,9.7,1.7,1.8,3.07,"High","Arts & Sciences","MediumGPA","High",4
568,8.9,2.9,6.9,0.1,5.2,3.26,"High","Education","MediumGPA","High",7
569,9.2,0,8.5,5.8,0.5,3.08,"High","Education","MediumGPA","High",5
570,8.5,3.3,7.7,4.4,0.1,3.2,"High","Arts & Sciences","MediumGPA","High",8
571,5.3,2,8.6,5.2,2.9,2.89,"Low","Education","LowGPA","LowModerate",5
572,7.8,1.6,5.7,5.2,3.7,3.06,"High","Medicine","MediumGPA","High",8
573,5.8,1.2,6.5,5.2,5.3,3.08,"Low","Arts & Sciences","MediumGPA","LowModerate",5
574,6.3,2.5,7.9,5,2.3,3.07,"Moderate","Communication","MediumGPA","LowModerate",4
575,9.5,0,8.4,0.3,5.8,3.07,"High","Humanities","MediumGPA","High",9
576,6.5,1.4,8.1,2,6,3.06,"Moderate","Humanities","MediumGPA","LowModerate",6
577,8.7,1.6,5.3,4.7,3.7,3.2,"High","Medicine","MediumGPA","High",4
578,8.4,1.3,5.3,2.2,6.8,2.92,"High","Education","MediumGPA","High",1
579,9.7,2.6,8.4,2.1,1.2,3.38,"High","Medicine","HighGPA","High",5
580,8.8,0.4,6.4,1.7,6.7,3.05,"High","Humanities","MediumGPA","High",5
581,7.2,3.9,5.3,3.1,4.5,3.03,"High","Communication","MediumGPA","High",8
582,8.7,2.8,7.1,1.9,3.5,3.12,"High","Medicine","MediumGPA","High",7
583,7,1.1,6,2.9,7,2.87,"Moderate","Medicine","LowGPA","LowModerate",7
584,8.3,3.9,8,0.3,3.5,3.04,"High","Education","MediumGPA","High",4
585,5.4,3.8,6.5,0.6,7.7,3.14,"Low","Education","MediumGPA","LowModerate",8
586,8.2,1.1,5.1,5.8,3.8,3.5,"High","Medicine","HighGPA","High",3
587,6.3,2.7,8.5,3.7,2.8,2.72,"Moderate","Communication","LowGPA","LowModerate",4
588,8,3.5,9.7,0.3,2.5,3.02,"Moderate","Medicine","MediumGPA","LowModerate",6
589,5.8,3.8,8.7,5,0.7,2.95,"Low","Communication","MediumGPA","LowModerate",10
590,8.5,2.7,7,0.1,5.7,3.01,"High","Humanities","MediumGPA","High",5
591,7.9,1,7.3,5.7,2.1,3.41,"Moderate","Communication","HighGPA","LowModerate",5
592,5.9,2.7,9.9,0.6,4.9,2.82,"Low","Education","LowGPA","LowModerate",2
593,5,1.7,5.5,4.5,7.3,2.72,"High","Humanities","LowGPA","High",10
594,6.3,1.7,8.6,0.1,7.3,3.11,"Moderate","Education","MediumGPA","LowModerate",2
595,7.9,2.5,8.2,1.3,4.1,3.08,"Moderate","Education","MediumGPA","LowModerate",2
596,6,3.5,8.7,0.1,5.7,2.95,"Moderate","Humanities","MediumGPA","LowModerate",8
